"FinancialYear","HBR","HBRQF","AgeGroup","Sex","Dataset","DatasetQF","DischargeCount","DischargeCountQF","DischargeRates","DischargeRatesQF","PatientsCount","PatientCountQF","PatientsRates","PatientRatesQF"
"2007/08","RA2701"," ","40-64 years","Female","SMR04"," ","40"," "," ",":","30"," "," ",":"
"2007/08","RA2701"," ","65plus years","Male","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2007/08","RA2701"," ","65plus years","Female","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2007/08","RA2704"," ","0-17 years","Male","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2007/08","RA2704"," ","0-17 years","Female","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2007/08","RA2704"," ","18-24 years","Male","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2007/08","RA2704"," ","18-24 years","Female","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2007/08","RA2704"," ","25-39 years","Male","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2007/08","RA2704"," ","25-39 years","Female","SMR04"," ","10"," "," ",":","10"," "," ",":"
"2007/08","RA2704"," ","40-64 years","Male","SMR04"," ","10"," "," ",":","0"," "," ",":"
"2007/08","RA2704"," ","40-64 years","Female","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2007/08","RA2704"," ","65plus years","Male","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2007/08","RA2704"," ","65plus years","Female","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2007/08","RA2703"," ","0-17 years","Male","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2007/08","RA2703"," ","0-17 years","Female","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2007/08","RA2703"," ","18-24 years","Male","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2007/08","RA2703"," ","18-24 years","Female","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2007/08","RA2703"," ","25-39 years","Male","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2007/08","RA2703"," ","25-39 years","Female","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2007/08","RA2703"," ","40-64 years","Male","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2007/08","RA2703"," ","40-64 years","Female","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2007/08","RA2703"," ","65plus years","Male","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2007/08","RA2703"," ","65plus years","Female","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2008/09","S08000015"," ","0-17 years","Male","SMR04"," ","20"," ","51.91"," ","10"," ","25.95"," "
"2008/09","S08000015"," ","0-17 years","Female","SMR04"," ","10"," ","26.96"," ","10"," ","26.96"," "
"2008/09","S08000015"," ","18-24 years","Male","SMR04"," ","90"," ","596.5"," ","60"," ","397.67"," "
"2008/09","S08000015"," ","18-24 years","Female","SMR04"," ","70"," ","464.13"," ","50"," ","331.52"," "
"2008/09","S08000015"," ","25-39 years","Male","SMR04"," ","260"," ","846.22"," ","180"," ","585.84"," "
"2008/09","S08000015"," ","25-39 years","Female","SMR04"," ","220"," ","656.62"," ","150"," ","447.69"," "
"2008/09","S08000015"," ","40-64 years","Male","SMR04"," ","370"," ","574.17"," ","260"," ","403.47"," "
"2008/09","S08000015"," ","40-64 years","Female","SMR04"," ","310"," ","446.15"," ","220"," ","316.62"," "
"2008/09","S08000015"," ","65plus years","Male","SMR04"," ","120"," ","412.5"," ","110"," ","378.12"," "
"2008/09","S08000015"," ","65plus years","Female","SMR04"," ","180"," ","460.5"," ","150"," ","383.75"," "
"2008/09","S08000016"," ","0-17 years","Male","SMR04"," ","0"," ","0"," ","0"," ","0"," "
"2008/09","S08000016"," ","0-17 years","Female","SMR04"," ","10"," ","89.07"," ","10"," ","89.07"," "
"2008/09","S08000016"," ","18-24 years","Male","SMR04"," ","20"," ","530.5"," ","20"," ","530.5"," "
"2008/09","S08000016"," ","18-24 years","Female","SMR04"," ","10"," ","264.06"," ","10"," ","264.06"," "
"2008/09","S08000016"," ","25-39 years","Male","SMR04"," ","120"," ","1367.37"," ","70"," ","797.63"," "
"2008/09","S08000016"," ","25-39 years","Female","SMR04"," ","80"," ","856.71"," ","50"," ","535.45"," "
"2008/09","S08000016"," ","40-64 years","Male","SMR04"," ","100"," ","477.6"," ","60"," ","286.56"," "
"2008/09","S08000016"," ","40-64 years","Female","SMR04"," ","120"," ","556.02"," ","70"," ","324.34"," "
"2008/09","S08000016"," ","65plus years","Male","SMR04"," ","90"," ","910.47"," ","60"," ","606.98"," "
"2008/09","S08000016"," ","65plus years","Female","SMR04"," ","100"," ","795.29"," ","80"," ","636.23"," "
"2008/09","S08000017"," ","0-17 years","Male","SMR04"," ","0"," ","0"," ","0"," ","0"," "
"2008/09","S08000017"," ","0-17 years","Female","SMR04"," ","0"," ","0"," ","0"," ","0"," "
"2008/09","S08000017"," ","18-24 years","Male","SMR04"," ","20"," ","364.03"," ","10"," ","182.02"," "
"2008/09","S08000017"," ","18-24 years","Female","SMR04"," ","30"," ","586.28"," ","20"," ","390.85"," "
"2008/09","S08000017"," ","25-39 years","Male","SMR04"," ","70"," ","630.01"," ","50"," ","450"," "
"2008/09","S08000017"," ","25-39 years","Female","SMR04"," ","80"," ","663.79"," ","60"," ","497.84"," "
"2008/09","S08000017"," ","40-64 years","Male","SMR04"," ","100"," ","365.31"," ","80"," ","292.25"," "
"2008/09","S08000017"," ","40-64 years","Female","SMR04"," ","130"," ","452.63"," ","100"," ","348.18"," "
"2008/09","S08000017"," ","65plus years","Male","SMR04"," ","70"," ","496.1"," ","60"," ","425.23"," "
"2008/09","S08000017"," ","65plus years","Female","SMR04"," ","70"," ","398.61"," ","60"," ","341.67"," "
"2008/09","S08000019"," ","0-17 years","Male","SMR04"," ","0"," ","0"," ","0"," ","0"," "
"2008/09","S08000019"," ","0-17 years","Female","SMR04"," ","10"," ","33.2"," ","10"," ","33.2"," "
"2008/09","S08000019"," ","18-24 years","Male","SMR04"," ","50"," ","382.15"," ","40"," ","305.72"," "
"2008/09","S08000019"," ","18-24 years","Female","SMR04"," ","40"," ","311.92"," ","20"," ","155.96"," "
"2008/09","S08000019"," ","25-39 years","Male","SMR04"," ","200"," ","735"," ","130"," ","477.75"," "
"2008/09","S08000019"," ","25-39 years","Female","SMR04"," ","160"," ","546.86"," ","100"," ","341.79"," "
"2008/09","S08000019"," ","40-64 years","Male","SMR04"," ","220"," ","438.55"," ","160"," ","318.95"," "
"2008/09","S08000019"," ","40-64 years","Female","SMR04"," ","170"," ","325.51"," ","130"," ","248.92"," "
"2008/09","S08000019"," ","65plus years","Male","SMR04"," ","120"," ","598.03"," ","100"," ","498.36"," "
"2008/09","S08000019"," ","65plus years","Female","SMR04"," ","140"," ","524.56"," ","120"," ","449.62"," "
"2008/09","S08000020"," ","0-17 years","Male","SMR04"," ","10"," ","17.71"," ","10"," ","17.71"," "
"2008/09","S08000020"," ","0-17 years","Female","SMR04"," ","10"," ","18.75"," ","10"," ","18.75"," "
"2008/09","S08000020"," ","18-24 years","Male","SMR04"," ","90"," ","334.13"," ","50"," ","185.63"," "
"2008/09","S08000020"," ","18-24 years","Female","SMR04"," ","60"," ","230.52"," ","40"," ","153.68"," "
"2008/09","S08000020"," ","25-39 years","Male","SMR04"," ","220"," ","386.83"," ","160"," ","281.33"," "
"2008/09","S08000020"," ","25-39 years","Female","SMR04"," ","190"," ","343.34"," ","130"," ","234.92"," "
"2008/09","S08000020"," ","40-64 years","Male","SMR04"," ","360"," ","373.79"," ","260"," ","269.96"," "
"2008/09","S08000020"," ","40-64 years","Female","SMR04"," ","350"," ","365.33"," ","260"," ","271.39"," "
"2008/09","S08000020"," ","65plus years","Male","SMR04"," ","230"," ","612.24"," ","200"," ","532.38"," "
"2008/09","S08000020"," ","65plus years","Female","SMR04"," ","310"," ","632.25"," ","260"," ","530.28"," "
"2008/09","S08000022"," ","0-17 years","Male","SMR04"," ","10"," ","30.61"," ","10"," ","30.61"," "
"2008/09","S08000022"," ","0-17 years","Female","SMR04"," ","10"," ","32.19"," ","10"," ","32.19"," "
"2008/09","S08000022"," ","18-24 years","Male","SMR04"," ","30"," ","241.68"," ","30"," ","241.68"," "
"2008/09","S08000022"," ","18-24 years","Female","SMR04"," ","60"," ","576.37"," ","30"," ","288.18"," "
"2008/09","S08000022"," ","25-39 years","Male","SMR04"," ","200"," ","763.83"," ","150"," ","572.87"," "
"2008/09","S08000022"," ","25-39 years","Female","SMR04"," ","160"," ","590.41"," ","120"," ","442.8"," "
"2008/09","S08000022"," ","40-64 years","Male","SMR04"," ","280"," ","479.65"," ","230"," ","394"," "
"2008/09","S08000022"," ","40-64 years","Female","SMR04"," ","270"," ","451.54"," ","200"," ","334.47"," "
"2008/09","S08000022"," ","65plus years","Male","SMR04"," ","160"," ","621.53"," ","140"," ","543.84"," "
"2008/09","S08000022"," ","65plus years","Female","SMR04"," ","180"," ","543.48"," ","150"," ","452.9"," "
"2008/09","S08000024"," ","0-17 years","Male","SMR04"," ","20"," ","24.73"," ","20"," ","24.73"," "
"2008/09","S08000024"," ","0-17 years","Female","SMR04"," ","30"," ","38.99"," ","20"," ","26"," "
"2008/09","S08000024"," ","18-24 years","Male","SMR04"," ","140"," ","339.9"," ","100"," ","242.78"," "
"2008/09","S08000024"," ","18-24 years","Female","SMR04"," ","100"," ","228.84"," ","80"," ","183.07"," "
"2008/09","S08000024"," ","25-39 years","Male","SMR04"," ","510"," ","571.53"," ","350"," ","392.23"," "
"2008/09","S08000024"," ","25-39 years","Female","SMR04"," ","440"," ","479.78"," ","300"," ","327.12"," "
"2008/09","S08000024"," ","40-64 years","Male","SMR04"," ","690"," ","529.67"," ","520"," ","399.17"," "
"2008/09","S08000024"," ","40-64 years","Female","SMR04"," ","640"," ","472.98"," ","440"," ","325.18"," "
"2008/09","S08000024"," ","65plus years","Male","SMR04"," ","380"," ","757.45"," ","270"," ","538.19"," "
"2008/09","S08000024"," ","65plus years","Female","SMR04"," ","530"," ","762.16"," ","400"," ","575.22"," "
"2008/09","S08000025"," ","0-17 years","Male","SMR04"," ","0"," ","0"," ","0"," ","0"," "
"2008/09","S08000025"," ","0-17 years","Female","SMR04"," ","0"," ","0"," ","0"," ","0"," "
"2008/09","S08000025"," ","18-24 years","Male","SMR04"," ","0"," ","0"," ","0"," ","0"," "
"2008/09","S08000025"," ","18-24 years","Female","SMR04"," ","0"," ","0"," ","0"," ","0"," "
"2008/09","S08000025"," ","25-39 years","Male","SMR04"," ","0"," ","0"," ","0"," ","0"," "
"2008/09","S08000025"," ","25-39 years","Female","SMR04"," ","0"," ","0"," ","0"," ","0"," "
"2008/09","S08000025"," ","40-64 years","Male","SMR04"," ","10"," ","252.08"," ","10"," ","252.08"," "
"2008/09","S08000025"," ","40-64 years","Female","SMR04"," ","0"," ","0"," ","0"," ","0"," "
"2008/09","S08000025"," ","65plus years","Male","SMR04"," ","0"," ","0"," ","0"," ","0"," "
"2008/09","S08000025"," ","65plus years","Female","SMR04"," ","10"," ","463.82"," ","10"," ","463.82"," "
"2008/09","S08000026"," ","0-17 years","Male","SMR04"," ","0"," ","0"," ","0"," ","0"," "
"2008/09","S08000026"," ","0-17 years","Female","SMR04"," ","0"," ","0"," ","0"," ","0"," "
"2008/09","S08000026"," ","18-24 years","Male","SMR04"," ","0"," ","0"," ","0"," ","0"," "
"2008/09","S08000026"," ","18-24 years","Female","SMR04"," ","0"," ","0"," ","0"," ","0"," "
"2008/09","S08000026"," ","25-39 years","Male","SMR04"," ","0"," ","0"," ","0"," ","0"," "
"2008/09","S08000026"," ","25-39 years","Female","SMR04"," ","0"," ","0"," ","0"," ","0"," "
"2008/09","S08000026"," ","40-64 years","Male","SMR04"," ","10"," ","242.01"," ","10"," ","242.01"," "
"2008/09","S08000026"," ","40-64 years","Female","SMR04"," ","0"," ","0"," ","0"," ","0"," "
"2008/09","S08000026"," ","65plus years","Male","SMR04"," ","0"," ","0"," ","0"," ","0"," "
"2008/09","S08000026"," ","65plus years","Female","SMR04"," ","0"," ","0"," ","0"," ","0"," "
"2008/09","S08000028"," ","0-17 years","Male","SMR04"," ","0"," ","0"," ","0"," ","0"," "
"2008/09","S08000028"," ","0-17 years","Female","SMR04"," ","0"," ","0"," ","0"," ","0"," "
"2008/09","S08000028"," ","18-24 years","Male","SMR04"," ","0"," ","0"," ","0"," ","0"," "
"2008/09","S08000028"," ","18-24 years","Female","SMR04"," ","0"," ","0"," ","0"," ","0"," "
"2008/09","S08000028"," ","25-39 years","Male","SMR04"," ","20"," ","896.86"," ","10"," ","448.43"," "
"2008/09","S08000028"," ","25-39 years","Female","SMR04"," ","10"," ","455.79"," ","10"," ","455.79"," "
"2008/09","S08000028"," ","40-64 years","Male","SMR04"," ","20"," ","390.85"," ","10"," ","195.43"," "
"2008/09","S08000028"," ","40-64 years","Female","SMR04"," ","10"," ","205.42"," ","10"," ","205.42"," "
"2008/09","S08000028"," ","65plus years","Male","SMR04"," ","20"," ","831.95"," ","10"," ","415.97"," "
"2008/09","S08000028"," ","65plus years","Female","SMR04"," ","30"," ","917.43"," ","30"," ","917.43"," "
"2008/09","S08000029"," ","0-17 years","Male","SMR04"," ","10"," ","26.81"," ","10"," ","26.81"," "
"2008/09","S08000029"," ","0-17 years","Female","SMR04"," ","0"," ","0"," ","0"," ","0"," "
"2008/09","S08000029"," ","18-24 years","Male","SMR04"," ","70"," ","434.35"," ","40"," ","248.2"," "
"2008/09","S08000029"," ","18-24 years","Female","SMR04"," ","70"," ","424.32"," ","50"," ","303.09"," "
"2008/09","S08000029"," ","25-39 years","Male","SMR04"," ","260"," ","804.13"," ","170"," ","525.78"," "
"2008/09","S08000029"," ","25-39 years","Female","SMR04"," ","180"," ","528.95"," ","140"," ","411.4"," "
"2008/09","S08000029"," ","40-64 years","Male","SMR04"," ","280"," ","452.69"," ","210"," ","339.51"," "
"2008/09","S08000029"," ","40-64 years","Female","SMR04"," ","310"," ","478.32"," ","220"," ","339.45"," "
"2008/09","S08000029"," ","65plus years","Male","SMR04"," ","150"," ","571.21"," ","120"," ","456.97"," "
"2008/09","S08000029"," ","65plus years","Female","SMR04"," ","170"," ","488.41"," ","140"," ","402.22"," "
"2008/09","S08000030"," ","0-17 years","Male","SMR04"," ","20"," ","49.15"," ","0"," ","0"," "
"2008/09","S08000030"," ","0-17 years","Female","SMR04"," ","10"," ","25.51"," ","10"," ","25.51"," "
"2008/09","S08000030"," ","18-24 years","Male","SMR04"," ","90"," ","484.55"," ","60"," ","323.03"," "
"2008/09","S08000030"," ","18-24 years","Female","SMR04"," ","80"," ","424.67"," ","60"," ","318.51"," "
"2008/09","S08000030"," ","25-39 years","Male","SMR04"," ","290"," ","836.48"," ","200"," ","576.88"," "
"2008/09","S08000030"," ","25-39 years","Female","SMR04"," ","240"," ","661.3"," ","180"," ","495.98"," "
"2008/09","S08000030"," ","40-64 years","Male","SMR04"," ","440"," ","650.76"," ","300"," ","443.7"," "
"2008/09","S08000030"," ","40-64 years","Female","SMR04"," ","380"," ","534"," ","270"," ","379.42"," "
"2008/09","S08000030"," ","65plus years","Male","SMR04"," ","230"," ","719.81"," ","210"," ","657.22"," "
"2008/09","S08000030"," ","65plus years","Female","SMR04"," ","300"," ","698.89"," ","260"," ","605.71"," "
"2008/09","S08000031"," ","0-17 years","Male","SMR04"," ","40"," ","34.69"," ","30"," ","26.02"," "
"2008/09","S08000031"," ","0-17 years","Female","SMR04"," ","50"," ","45.45"," ","40"," ","36.36"," "
"2008/09","S08000031"," ","18-24 years","Male","SMR04"," ","260"," ","451.57"," ","170"," ","295.26"," "
"2008/09","S08000031"," ","18-24 years","Female","SMR04"," ","180"," ","304.83"," ","130"," ","220.15"," "
"2008/09","S08000031"," ","25-39 years","Male","SMR04"," ","970"," ","878.69"," ","700"," ","634.11"," "
"2008/09","S08000031"," ","25-39 years","Female","SMR04"," ","750"," ","640.02"," ","510"," ","435.21"," "
"2008/09","S08000031"," ","40-64 years","Male","SMR04"," ","1340"," ","745.32"," ","1000"," ","556.21"," "
"2008/09","S08000031"," ","40-64 years","Female","SMR04"," ","1130"," ","588.19"," ","790"," ","411.21"," "
"2008/09","S08000031"," ","65plus years","Male","SMR04"," ","460"," ","649.44"," ","380"," ","536.5"," "
"2008/09","S08000031"," ","65plus years","Female","SMR04"," ","710"," ","678.85"," ","560"," ","535.43"," "
"2008/09","S08000032"," ","0-17 years","Male","SMR04"," ","20"," ","28.3"," ","10"," ","14.15"," "
"2008/09","S08000032"," ","0-17 years","Female","SMR04"," ","20"," ","29.54"," ","10"," ","14.77"," "
"2008/09","S08000032"," ","18-24 years","Male","SMR04"," ","90"," ","326.9"," ","70"," ","254.26"," "
"2008/09","S08000032"," ","18-24 years","Female","SMR04"," ","110"," ","398.32"," ","70"," ","253.48"," "
"2008/09","S08000032"," ","25-39 years","Male","SMR04"," ","540"," ","870.59"," ","370"," ","596.51"," "
"2008/09","S08000032"," ","25-39 years","Female","SMR04"," ","340"," ","518.29"," ","240"," ","365.85"," "
"2008/09","S08000032"," ","40-64 years","Male","SMR04"," ","550"," ","506.88"," ","370"," ","340.99"," "
"2008/09","S08000032"," ","40-64 years","Female","SMR04"," ","530"," ","457.19"," ","380"," ","327.8"," "
"2008/09","S08000032"," ","65plus years","Male","SMR04"," ","270"," ","655.2"," ","220"," ","533.86"," "
"2008/09","S08000032"," ","65plus years","Female","SMR04"," ","370"," ","640.22"," ","300"," ","519.09"," "
"2008/09","RA2702"," ","0-17 years","Male","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2008/09","RA2702"," ","0-17 years","Female","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2008/09","RA2702"," ","18-24 years","Male","SMR04"," ","10"," "," ",":","10"," "," ",":"
"2008/09","RA2702"," ","18-24 years","Female","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2008/09","RA2702"," ","25-39 years","Male","SMR04"," ","40"," "," ",":","30"," "," ",":"
"2008/09","RA2702"," ","25-39 years","Female","SMR04"," ","10"," "," ",":","10"," "," ",":"
"2008/09","RA2702"," ","40-64 years","Male","SMR04"," ","40"," "," ",":","40"," "," ",":"
"2008/09","RA2702"," ","40-64 years","Female","SMR04"," ","20"," "," ",":","20"," "," ",":"
"2008/09","RA2702"," ","65plus years","Male","SMR04"," ","10"," "," ",":","0"," "," ",":"
"2008/09","RA2702"," ","65plus years","Female","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2008/09","RA2701"," ","0-17 years","Male","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2008/09","RA2701"," ","0-17 years","Female","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2008/09","RA2701"," ","18-24 years","Male","SMR04"," ","30"," "," ",":","20"," "," ",":"
"2008/09","RA2701"," ","18-24 years","Female","SMR04"," ","10"," "," ",":","10"," "," ",":"
"2008/09","RA2701"," ","25-39 years","Male","SMR04"," ","120"," "," ",":","100"," "," ",":"
"2008/09","RA2701"," ","25-39 years","Female","SMR04"," ","30"," "," ",":","30"," "," ",":"
"2008/09","RA2701"," ","40-64 years","Male","SMR04"," ","130"," "," ",":","100"," "," ",":"
"2008/09","RA2701"," ","40-64 years","Female","SMR04"," ","20"," "," ",":","20"," "," ",":"
"2008/09","RA2701"," ","65plus years","Male","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2008/09","RA2701"," ","65plus years","Female","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2008/09","RA2704"," ","0-17 years","Male","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2008/09","RA2704"," ","0-17 years","Female","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2008/09","RA2704"," ","18-24 years","Male","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2008/09","RA2704"," ","18-24 years","Female","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2008/09","RA2704"," ","25-39 years","Male","SMR04"," ","10"," "," ",":","0"," "," ",":"
"2008/09","RA2704"," ","25-39 years","Female","SMR04"," ","10"," "," ",":","0"," "," ",":"
"2008/09","RA2704"," ","40-64 years","Male","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2008/09","RA2704"," ","40-64 years","Female","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2008/09","RA2704"," ","65plus years","Male","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2008/09","RA2704"," ","65plus years","Female","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2008/09","RA2703"," ","0-17 years","Male","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2008/09","RA2703"," ","0-17 years","Female","SMR04"," ","0"," "," ",":","0"," "," ",":"
"2008/09","RA2703"," ","18-24 years","Male","SMR04"," ","0"," "," ",":","0"," "," ",":"
